bestellnummer;lieferant_plz;lieferant_ort;lieferant_land;empfaenger;empfaenger_plz;empfaenger_ort;empfaenger_land;incoterm;incoterms_ort;termin_lieferant;termin_empfaenger;bb_name
0045852129;;Kowloon;HK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Xiamen;03.03.2021 00:00;21.04.2021 00:00;BABY HYGIENE
0045852129;;Kowloon;HK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Xiamen;03.03.2021 00:00;21.04.2021 00:00;BABY HYGIENE
0045852129;;Kowloon;HK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Xiamen;03.03.2021 00:00;21.04.2021 00:00;BABY HYGIENE
0045852129;;Kowloon;HK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Xiamen;03.03.2021 00:00;21.04.2021 00:00;BABY HYGIENE
0045853356;;Kowloon;HK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Xiamen;08.03.2021 00:00;26.04.2021 00:00;BABY HYGIENE
0045853356;;Kowloon;HK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Xiamen;08.03.2021 00:00;26.04.2021 00:00;BABY HYGIENE
0045853356;;Kowloon;HK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Xiamen;08.03.2021 00:00;26.04.2021 00:00;BABY HYGIENE
0045853356;;Kowloon;HK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Xiamen;08.03.2021 00:00;26.04.2021 00:00;BABY HYGIENE
0045853356;;Kowloon;HK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Xiamen;08.03.2021 00:00;26.04.2021 00:00;BABY HYGIENE
0015886865;;Hong Kong, North Point;HK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ho Chi Minh City;22.10.2021 00:00;17.12.2021 00:00;WOHNMÖBEL
0040085381;230061;Hefei, Anhui;CN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;17.02.2021 00:00;27.03.2021 00:00;TISCH
0040085640;315104;Ningbo;CN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;04.02.2021 00:00;05.04.2021 00:00;KOCHEN
0040085640;315104;Ningbo;CN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;04.02.2021 00:00;05.04.2021 00:00;KOCHEN
0040085640;315104;Ningbo;CN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;04.02.2021 00:00;05.04.2021 00:00;KOCHEN
0040085640;315104;Ningbo;CN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;04.02.2021 00:00;05.04.2021 00:00;KOCHEN
0040085640;315104;Ningbo;CN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;04.02.2021 00:00;05.04.2021 00:00;KOCHEN
0040085640;315104;Ningbo;CN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;04.02.2021 00:00;05.04.2021 00:00;KOCHEN
0040085640;315104;Ningbo;CN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;04.02.2021 00:00;05.04.2021 00:00;KOCHEN
0040085640;315104;Ningbo;CN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;04.02.2021 00:00;05.04.2021 00:00;KOCHEN
0040085640;315104;Ningbo;CN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;04.02.2021 00:00;05.04.2021 00:00;KOCHEN
0040085640;315104;Ningbo;CN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;04.02.2021 00:00;05.04.2021 00:00;KOCHEN
0040085640;315104;Ningbo;CN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;04.02.2021 00:00;05.04.2021 00:00;KOCHEN
0040085640;315104;Ningbo;CN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;04.02.2021 00:00;05.04.2021 00:00;KOCHEN
0045855579;688537;Eramalloor;IN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Cochin;21.03.2021 00:00;30.04.2021 00:00;TK-HOUSE
0045855580;688537;Eramalloor;IN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Cochin;21.03.2021 00:00;30.04.2021 00:00;TK-HOUSE
0045862078;10150;Bangkok;TH;M. VERTEILZENTRUM SUHR;5034;SUHR;CH;FOB;Bangkok;09.05.2021 00:00;03.07.2021 00:00;APERO
0045852896;8000;Cape Town;ZA;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Cape Town;06.04.2021 00:00;06.05.2021 00:00;TK-HOUSE
0045871448;528400;Zhongshan, Guangdong;CN;M. VERTEILZENTRUM SUHR;5034;SUHR;CH;FOB;Lianyungang;22.08.2021 00:00;22.10.2021 00:00;KONSERVEN/ETHNIC
0045853898;765060;Vitacura - Santiago;CL;MVN NEUENDORF AG TK;4623;NEUENDORF;CH;FOB;San Vicente;21.03.2021 00:00;05.05.2021 00:00;TK-HOUSE
0045855631;8180;Bülach;CH;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ho Chi Minh City;21.03.2021 00:00;05.05.2021 00:00;TK-HOUSE
0045855632;8180;Bülach;CH;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ho Chi Minh City;21.03.2021 00:00;05.05.2021 00:00;TK-HOUSE
0045854150;;Kowloon;HK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Xiamen;23.03.2021 00:00;11.05.2021 00:00;BABY HYGIENE
0045854150;;Kowloon;HK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Xiamen;23.03.2021 00:00;11.05.2021 00:00;BABY HYGIENE
0045861668;8180;Bülach;CH;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ho Chi Minh City;21.03.2021 00:00;09.05.2021 00:00;TK-HOUSE
0045861669;8180;Bülach;CH;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ho Chi Minh City;21.03.2021 00:00;09.05.2021 00:00;TK-HOUSE
0045861670;8180;Bülach;CH;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ho Chi Minh City;21.03.2021 00:00;09.05.2021 00:00;TK-HOUSE
0045853992;8180;Bülach;CH;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ho Chi Minh City;28.03.2021 00:00;12.05.2021 00:00;TK-HOUSE
0045855538;74000;Samut Sakhon;TH;M. VERTEILZENTRUM SUHR;5034;SUHR;CH;FOB;Bangkok;28.03.2021 00:00;12.05.2021 00:00;KONSERVEN/ETHNIC
0040085618;852;Hong Kong;HK;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;18.01.2021 00:00;07.03.2021 00:00;POP-MATERIAL
0040085618;852;Hong Kong;HK;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;18.01.2021 00:00;07.03.2021 00:00;POP-MATERIAL
0045860754;64290;Gan;FR;M. VERTEILZENTRUM SUHR;5034;SUHR;CH;FOB;Montreal;12.04.2021 00:00;12.05.2021 00:00;BACKSHOP
0015740762;400021;Mumbai;IN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Mumbai;25.07.2021 00:00;09.09.2021 00:00;BAD TEXTILIEN
0045853960;510623;Tianhe, Guangzhou;CN;M. VERTEILZENTRUM SUHR;5034;SUHR;CH;FOB;Nansha Port;31.03.2021 00:00;14.05.2021 00:00;KONSERVEN/ETHNIC
0045871754;104;Taipei;TW;M. VERTEILZENTRUM SUHR;5034;SUHR;CH;FOB;Qingdao;23.06.2022 00:00;17.08.2022 00:00;KONSERVEN/ETHNIC
0015810430;250001;Jinan;CN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Qingdao;26.08.2021 00:00;20.10.2021 00:00;WOHNDEKORATION
0015693070;244001;Moradabad;IN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Mumbai;30.05.2021 00:00;15.07.2021 00:00;WOHNDEKORATION
0015693070;244001;Moradabad;IN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Mumbai;30.05.2021 00:00;15.07.2021 00:00;WOHNDEKORATION
0015693070;244001;Moradabad;IN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Mumbai;30.05.2021 00:00;15.07.2021 00:00;WOHNDEKORATION
0040088057;;Hong Kong;HK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Hong Kong;19.10.2021 00:00;13.12.2021 00:00;SAISONALE DEKORATION
0040088057;;Hong Kong;HK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Hong Kong;19.10.2021 00:00;13.12.2021 00:00;SAISONALE DEKORATION
0040088057;;Hong Kong;HK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Hong Kong;19.10.2021 00:00;13.12.2021 00:00;SAISONALE DEKORATION
0040088057;;Hong Kong;HK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Hong Kong;19.10.2021 00:00;13.12.2021 00:00;SAISONALE DEKORATION
0040088057;;Hong Kong;HK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Hong Kong;19.10.2021 00:00;13.12.2021 00:00;SAISONALE DEKORATION
0045855536;SL5 9F;Ascot;GB;M. VERTEILZENTRUM SUHR;5034;SUHR;CH;FOB;Surabaya;05.04.2021 00:00;20.05.2021 00:00;KONSERVEN/ETHNIC
0045855582;8321 W;Urk;NL;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Guayaquil;11.04.2021 00:00;20.05.2021 00:00;TK-HOUSE
0045861480;363005;Zhangzhou, Fujian, Longwen District;CN;M. VERTEILZENTRUM SUHR;5034;SUHR;CH;FOB;Xiamen;01.04.2021 00:00;20.05.2021 00:00;KONSERVEN/ETHNIC
0045855585;8180;Bülach;CH;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ho Chi Minh City;06.04.2021 00:00;21.05.2021 00:00;TK-HOUSE
0045855586;8180;Bülach;CH;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ho Chi Minh City;06.04.2021 00:00;21.05.2021 00:00;TK-HOUSE
0015616999;;Fotan, Sha Tin;HK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Yantian;02.02.2021 00:00;18.03.2021 00:00;ORGANISATION
0015616999;;Fotan, Sha Tin;HK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Yantian;02.02.2021 00:00;18.03.2021 00:00;ORGANISATION
0015616999;;Fotan, Sha Tin;HK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Yantian;02.02.2021 00:00;18.03.2021 00:00;WANDDEKORATION
0015616999;;Fotan, Sha Tin;HK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Yantian;02.02.2021 00:00;18.03.2021 00:00;WANDDEKORATION
0015616999;;Fotan, Sha Tin;HK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Yantian;02.02.2021 00:00;18.03.2021 00:00;WOHNMÖBEL
0015616999;;Fotan, Sha Tin;HK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Yantian;02.02.2021 00:00;18.03.2021 00:00;ORGANISATION
0015616999;;Fotan, Sha Tin;HK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Yantian;02.02.2021 00:00;18.03.2021 00:00;ORGANISATION
0015616999;;Fotan, Sha Tin;HK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Yantian;02.02.2021 00:00;18.03.2021 00:00;WANDDEKORATION
0015617123;400021;Mumbai, Nariman Point;IN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Mumbai;09.02.2021 00:00;15.03.2021 00:00;STRUMPFWAREN
0015617124;400021;Mumbai, Nariman Point;IN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Mumbai;09.02.2021 00:00;15.03.2021 00:00;STRUMPFWAREN
0015689241;639001;Karur;IN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Tuticorin;28.05.2021 00:00;07.07.2021 00:00;WOHNTEXTILIEN
0015689245;639001;Karur;IN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Tuticorin;28.05.2021 00:00;07.07.2021 00:00;WOHNTEXTILIEN
0015689244;639001;Karur;IN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Tuticorin;28.05.2021 00:00;07.07.2021 00:00;WOHNTEXTILIEN
0015617128;400021;Mumbai, Nariman Point;IN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Mumbai;16.02.2021 00:00;22.03.2021 00:00;STRUMPFWAREN
0015617129;400021;Mumbai, Nariman Point;IN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Mumbai;16.02.2021 00:00;22.03.2021 00:00;STRUMPFWAREN
0015618230;106;Taipei;TW;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Yantian;07.05.2021 00:00;27.06.2021 00:00;KINDERMOEBEL/-TEXTILIEN
0015676212;106;Taipei;TW;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Yantian;07.05.2021 00:00;27.06.2021 00:00;KINDERMOEBEL/-TEXTILIEN
0015676212;106;Taipei;TW;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Yantian;07.05.2021 00:00;27.06.2021 00:00;KINDERMOEBEL/-TEXTILIEN
0045854462;266400;Qingdao;CN;M. VERTEILZENTRUM SUHR;5034;SUHR;CH;FOB;Qingdao;17.04.2021 00:00;29.05.2021 00:00;TIERWELT
0045855927;80346;Kaohsiung City;TW;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Kaohsiung;07.04.2021 00:00;28.05.2021 00:00;BEAUTY
0045854151;;Kowloon;HK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Xiamen;07.04.2021 00:00;26.05.2021 00:00;BABY HYGIENE
0045854151;;Kowloon;HK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Xiamen;07.04.2021 00:00;26.05.2021 00:00;BABY HYGIENE
0045854151;;Kowloon;HK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Xiamen;07.04.2021 00:00;26.05.2021 00:00;BABY HYGIENE
0045854500;64290;Gan;FR;M. VERTEILZENTRUM SUHR;5034;SUHR;CH;FOB;Montreal;27.04.2021 00:00;27.05.2021 00:00;BACKSHOP
0040085253;517646;Chittoor District, Andhra Pradesh;IN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Tuticorin;13.02.2021 00:00;25.03.2021 00:00;TISCH
0045859068;;Kowloon;HK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Xiamen;12.04.2021 00:00;31.05.2021 00:00;BABY HYGIENE
0045859068;;Kowloon;HK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Xiamen;12.04.2021 00:00;31.05.2021 00:00;BABY HYGIENE
0045859068;;Kowloon;HK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Xiamen;12.04.2021 00:00;31.05.2021 00:00;BABY HYGIENE
0045866772;;Kowloon;HK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Shanghai;14.04.2021 00:00;01.06.2021 00:00;SELFCARE
0015700051;7500;Holstebro;DK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Qingdao;19.06.2021 00:00;20.08.2021 00:00;WOHNMÖBEL
0045855539;74000;Samut Sakhon;TH;M. VERTEILZENTRUM SUHR;5034;SUHR;CH;FOB;Bangkok;18.04.2021 00:00;02.06.2021 00:00;KONSERVEN/ETHNIC
0045852993;13052;Virú, La Libertad;PE;M. VERTEILZENTRUM SUHR;5034;SUHR;CH;FOB;Callao;24.04.2021 00:00;04.06.2021 00:00;KONSERVEN/ETHNIC
0045852993;13052;Virú, La Libertad;PE;M. VERTEILZENTRUM SUHR;5034;SUHR;CH;FOB;Callao;24.04.2021 00:00;04.06.2021 00:00;KONSERVEN/ETHNIC
0045852993;13052;Virú, La Libertad;PE;M. VERTEILZENTRUM SUHR;5034;SUHR;CH;FOB;Callao;24.04.2021 00:00;04.06.2021 00:00;KONSERVEN/ETHNIC
0045852993;13052;Virú, La Libertad;PE;M. VERTEILZENTRUM SUHR;5034;SUHR;CH;FOB;Callao;24.04.2021 00:00;04.06.2021 00:00;KONSERVEN/ETHNIC
0045866773;;Kowloon;HK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Shanghai;17.04.2021 00:00;04.06.2021 00:00;SELFCARE
0040085821;03740;Gata de Gorgos (Alicante);ES;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;05.03.2021 00:00;22.04.2021 00:00;KOCHEN
0040085114;639002;Karur, Tamil Nadu;IN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Tuticorin;24.02.2021 00:00;05.04.2021 00:00;TISCH
0045852066;74000;Samut Sakhon;TH;M. VERTEILZENTRUM SUHR;5034;SUHR;CH;FOB;Bangkok;25.04.2021 00:00;09.06.2021 00:00;KONSERVEN/ETHNIC
0045866774;;Kowloon;HK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Shanghai;22.04.2021 00:00;09.06.2021 00:00;SELFCARE
0045852997;10400;Phaya Thai Sub-district, Phaya Thai;TH;M. VERTEILZENTRUM SUHR;5034;SUHR;CH;FOB;Bangkok;26.04.2021 00:00;10.06.2021 00:00;KONSERVEN/ETHNIC
0045852996;10400;Phaya Thai Sub-district, Phaya Thai;TH;M. VERTEILZENTRUM SUHR;5034;SUHR;CH;FOB;Bangkok;24.04.2021 00:00;08.06.2021 00:00;KONSERVEN/ETHNIC
0045852897;8000;Cape Town;ZA;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Cape Town;14.05.2021 00:00;14.06.2021 00:00;TK-HOUSE
0045852998;10400;Phaya Thai Sub-district, Phaya Thai;TH;M. VERTEILZENTRUM SUHR;5034;SUHR;CH;FOB;Bangkok;24.04.2021 00:00;15.06.2021 00:00;KONSERVEN/ETHNIC
0045866775;;Kowloon;HK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Shanghai;20.04.2021 00:00;14.06.2021 00:00;SELFCARE
0015755518;639002;Karur, Tamil Nadu;IN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Tuticorin;31.08.2021 00:00;21.10.2021 00:00;WOHNTEXTILIEN
0015755518;639002;Karur, Tamil Nadu;IN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Tuticorin;31.08.2021 00:00;21.10.2021 00:00;WOHNTEXTILIEN
0015755518;639002;Karur, Tamil Nadu;IN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Tuticorin;31.08.2021 00:00;21.10.2021 00:00;WOHNTEXTILIEN
0015863803;431136;Aurangabad, Maharashtra;IN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Mumbai;02.09.2021 00:00;11.10.2021 00:00;EISENWAREN/WERKZEUGE
0015863803;431136;Aurangabad, Maharashtra;IN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Mumbai;02.09.2021 00:00;11.10.2021 00:00;EISENWAREN/WERKZEUGE
0015863803;431136;Aurangabad, Maharashtra;IN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Mumbai;02.09.2021 00:00;11.10.2021 00:00;EISENWAREN/WERKZEUGE
0015863803;431136;Aurangabad, Maharashtra;IN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Mumbai;02.09.2021 00:00;11.10.2021 00:00;EISENWAREN/WERKZEUGE
0045852999;10400;Phaya Thai Sub-district, Phaya Thai;TH;M. VERTEILZENTRUM SUHR;5034;SUHR;CH;FOB;Bangkok;25.04.2021 00:00;16.06.2021 00:00;KONSERVEN/ETHNIC
0045855540;10400;Phaya Thai Sub-district, Phaya Thai;TH;M. VERTEILZENTRUM SUHR;5034;SUHR;CH;FOB;Bangkok;25.04.2021 00:00;16.06.2021 00:00;KONSERVEN/ETHNIC
0045852953;71000;Kanchanaburi;TH;M. VERTEILZENTRUM SUHR;5034;SUHR;CH;FOB;Bangkok;27.04.2021 00:00;18.06.2021 00:00;KONSERVEN/ETHNIC
0045853800;10400;Phaya Thai Sub-district, Phaya Thai;TH;M. VERTEILZENTRUM SUHR;5034;SUHR;CH;FOB;Bangkok;27.04.2021 00:00;18.06.2021 00:00;KONSERVEN/ETHNIC
0015684773;60007;IL ELK GROVE VLG;US;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;07.07.2021 00:00;15.08.2021 00:00;KOCHEN
0045857293;510623;Tianhe, Guangzhou;CN;M. VERTEILZENTRUM SUHR;5034;SUHR;CH;FOB;Nansha New Port;26.04.2021 00:00;17.06.2021 00:00;KONSERVEN/ETHNIC
0045867445;;Kowloon;HK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Shanghai;04.06.2021 00:00;17.06.2021 00:00;SELFCARE
0045854619;313000;Huzhou;CN;M. VERTEILZENTRUM SUHR;5034;SUHR;CH;FOB;Shanghai;25.04.2021 00:00;19.06.2021 00:00;TIERWELT
0045861646;104;Taipei;TW;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Qingdao;08.05.2021 00:00;19.06.2021 00:00;TK-HOUSE
0045864945;8180;Bülach;CH;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ho Chi Minh City;25.04.2021 00:00;20.06.2021 00:00;TK-HOUSE
0045854609;325406;Pingyang County, Zhejiang Province;CN;M. VERTEILZENTRUM SUHR;5034;SUHR;CH;FOB;Shanghai;02.05.2021 00:00;26.06.2021 00:00;TIERWELT
0045854609;325406;Pingyang County, Zhejiang Province;CN;M. VERTEILZENTRUM SUHR;5034;SUHR;CH;FOB;Shanghai;02.05.2021 00:00;26.06.2021 00:00;TIERWELT
0045854609;325406;Pingyang County, Zhejiang Province;CN;M. VERTEILZENTRUM SUHR;5034;SUHR;CH;FOB;Shanghai;02.05.2021 00:00;26.06.2021 00:00;TIERWELT
0045854609;325406;Pingyang County, Zhejiang Province;CN;M. VERTEILZENTRUM SUHR;5034;SUHR;CH;FOB;Shanghai;02.05.2021 00:00;26.06.2021 00:00;TIERWELT
0045867446;;Kowloon;HK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Shanghai;04.06.2021 00:00;21.06.2021 00:00;SELFCARE
0015889631;225004;YangZhou;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;04.11.2021 00:00;29.12.2021 00:00;STRUMPFWAREN
0015831972;362000;Quanzhou;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Xiamen;29.11.2021 00:00;24.01.2022 00:00;BABY WÄSCHE/STRUMPFWAREN
0015617003;342006;Jodhpur;IN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Mumbai;17.03.2021 00:00;20.04.2021 00:00;BELEUCHTUNG
0015617003;342006;Jodhpur;IN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Mumbai;17.03.2021 00:00;20.04.2021 00:00;BELEUCHTUNG
0015634625;201102;Loni (Uttar Pradesh);IN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Mumbai;17.03.2021 00:00;20.04.2021 00:00;KINDERMOEBEL/-TEXTILIEN
0015769600;7078;Lenzerheide;CH;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Surabaya;29.08.2021 00:00;21.10.2021 00:00;WOHNDEKORATION
0015612128;85748;Garching-Hochbrück;DE;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Shekou;16.03.2021 00:00;25.04.2021 00:00;POLSTERMÖBEL
0015612128;85748;Garching-Hochbrück;DE;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Shekou;16.03.2021 00:00;25.04.2021 00:00;POLSTERMÖBEL
0040085225;;Lai Chi Kok, Kowloon;HK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Hong Kong;25.02.2021 00:00;14.04.2021 00:00;BABY HARTWAREN
0040085225;;Lai Chi Kok, Kowloon;HK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Hong Kong;25.02.2021 00:00;14.04.2021 00:00;BABY HARTWAREN
0040085225;;Lai Chi Kok, Kowloon;HK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Hong Kong;25.02.2021 00:00;14.04.2021 00:00;BABY HARTWAREN
0040085649;;29-37 Kwai Wing Road, Kwai Chung, N;HK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Yantian;06.03.2021 00:00;19.04.2021 00:00;KOCHEN
0015625888;46499;Hamminkeln;DE;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Mundra;18.03.2021 00:00;21.04.2021 00:00;SCHLAFTEXTILIEN
0015625888;46499;Hamminkeln;DE;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Mundra;18.03.2021 00:00;21.04.2021 00:00;SCHLAFTEXTILIEN
0045855564;10400;Phaya Thai Sub-district, Phaya Thai;TH;M. VERTEILZENTRUM SUHR;5034;SUHR;CH;FOB;Bangkok;02.05.2021 00:00;23.06.2021 00:00;KONSERVEN/ETHNIC
0045855564;10400;Phaya Thai Sub-district, Phaya Thai;TH;M. VERTEILZENTRUM SUHR;5034;SUHR;CH;FOB;Bangkok;02.05.2021 00:00;23.06.2021 00:00;KONSERVEN/ETHNIC
0015609298;244001;Moradabad;IN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Mumbai;26.03.2021 00:00;29.04.2021 00:00;WOHNDEKORATION
0015609298;244001;Moradabad;IN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Mumbai;26.03.2021 00:00;29.04.2021 00:00;WOHNDEKORATION
0015609298;244001;Moradabad;IN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Mumbai;26.03.2021 00:00;29.04.2021 00:00;WOHNDEKORATION
0015609298;244001;Moradabad;IN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Mumbai;26.03.2021 00:00;29.04.2021 00:00;WOHNDEKORATION
0045859588;80346;Kaohsiung City;TW;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Kaohsiung;26.04.2021 00:00;23.06.2021 00:00;BEAUTY
0045859588;80346;Kaohsiung City;TW;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Kaohsiung;26.04.2021 00:00;23.06.2021 00:00;BEAUTY
0045859588;80346;Kaohsiung City;TW;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Kaohsiung;26.04.2021 00:00;23.06.2021 00:00;BEAUTY
0045861647;765060;Vitacura - Santiago;CL;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;San Vicente;02.05.2021 00:00;23.06.2021 00:00;TK-HOUSE
0045857086;13052;Virú, La Libertad;PE;M. VERTEILZENTRUM SUHR;5034;SUHR;CH;FOB;Callao;29.06.2021 00:00;16.08.2021 00:00;KONSERVEN/ETHNIC
0045866788;;Kowloon;HK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Shanghai;04.06.2021 00:00;25.06.2021 00:00;SELFCARE
