bestellnummer;lieferant_plz;lieferant_ort;lieferant_land;empfaenger;empfaenger_plz;empfaenger_ort;empfaenger_land;incoterm;incoterms_ort;termin_lieferant;termin_empfaenger;bb_name
0040087849;;TST East, Kowloon;HK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Shantou;16.07.2021 00:00;07.09.2021 00:00;SPIELWAREN
0040087849;;TST East, Kowloon;HK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Shantou;16.07.2021 00:00;07.09.2021 00:00;SPIELWAREN
0040087849;;TST East, Kowloon;HK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Shantou;16.07.2021 00:00;07.09.2021 00:00;SPIELWAREN
0040087888;433;Shalu District, Taiwan City;TW;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Yantian;17.08.2021 00:00;22.09.2021 00:00;OUTDOOR HW
0040087888;433;Shalu District, Taiwan City;TW;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Yantian;17.08.2021 00:00;22.09.2021 00:00;OUTDOOR HW
0040087900;;Hongkong;HK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Yantian;13.07.2021 00:00;18.08.2021 00:00;SPIELWAREN
0040087900;;Hongkong;HK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Yantian;13.07.2021 00:00;18.08.2021 00:00;SPIELWAREN
0040087900;;Hongkong;HK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Yantian;13.07.2021 00:00;18.08.2021 00:00;SPIELWAREN
0040087900;;Hongkong;HK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Yantian;13.07.2021 00:00;18.08.2021 00:00;SPIELWAREN
0040087900;;Hongkong;HK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Yantian;13.07.2021 00:00;18.08.2021 00:00;SPIELWAREN
0040088071;362000;Quanzhou;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Xiamen;13.07.2021 00:00;07.09.2021 00:00;BABY WÄSCHE/STRUMPFWAREN
0040088071;362000;Quanzhou;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Xiamen;13.07.2021 00:00;07.09.2021 00:00;BABY WÄSCHE/STRUMPFWAREN
0040088071;362000;Quanzhou;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Xiamen;13.07.2021 00:00;07.09.2021 00:00;BABY WÄSCHE/STRUMPFWAREN
0045874876;8000;Cape Town;ZA;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Cape Town;03.09.2021 00:00;03.10.2021 00:00;TK-HOUSE
0040088377;999077;Hung Hom, Kowloon;HK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Yantian;27.08.2021 00:00;13.09.2021 00:00;KOCHEN
0040088377;999077;Hung Hom, Kowloon;HK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Yantian;27.08.2021 00:00;13.09.2021 00:00;KOCHEN
0040088559;;TST, Kowloon;HK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Hong Kong;11.10.2021 00:00;05.12.2021 00:00;SPIELWAREN
0040088559;;TST, Kowloon;HK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Hong Kong;11.10.2021 00:00;05.12.2021 00:00;SPIELWAREN
0045855548;74000;Samut Sakhon;TH;M. VERTEILZENTRUM SUHR;5034;SUHR;CH;FOB;Bangkok;19.09.2021 00:00;03.11.2021 00:00;KONSERVEN/ETHNIC
0045855566;10400;Phaya Thai Sub-district, Phaya Thai;TH;M. VERTEILZENTRUM SUHR;5034;SUHR;CH;FOB;Bangkok;19.09.2021 00:00;03.11.2021 00:00;KONSERVEN/ETHNIC
0045863847;12190;Jakarta Selatan;ID;M. VERTEILZENTRUM SUHR;5034;SUHR;CH;FOB;Panjang;14.09.2021 00:00;03.11.2021 00:00;KONSERVEN/ETHNIC
0045863861;10310;Wangthonglang, Bangkok;TH;M. VERTEILZENTRUM SUHR;5034;SUHR;CH;FOB;Bangkok;16.09.2021 00:00;03.11.2021 00:00;KONSERVEN/ETHNIC
0045864509;363005;Zhangzhou, Fujian, Longwen District;CN;M. VERTEILZENTRUM SUHR;5034;SUHR;CH;FOB;Xiamen;15.09.2021 00:00;03.11.2021 00:00;KONSERVEN/ETHNIC
21211800;302022;Jaipur Sitapura;IN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Mumbai;16.07.2021 00:00;27.08.2021 00:00;WOHNEN
21211800;302022;Jaipur Sitapura;IN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Mumbai;16.07.2021 00:00;27.08.2021 00:00;WOHNEN
21211800;302022;Jaipur Sitapura;IN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Mumbai;16.07.2021 00:00;27.08.2021 00:00;WOHNEN
21211800;302022;Jaipur Sitapura;IN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Mumbai;16.07.2021 00:00;27.08.2021 00:00;WOHNEN
0040087515;852;Hong Kong;HK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;04.07.2021 00:00;27.08.2021 00:00;WOHNEN
0040087515;852;Hong Kong;HK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;04.07.2021 00:00;27.08.2021 00:00;WOHNEN
0040087515;852;Hong Kong;HK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;04.07.2021 00:00;27.08.2021 00:00;WOHNEN
0040087515;852;Hong Kong;HK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;04.07.2021 00:00;27.08.2021 00:00;WOHNEN
0040087515;852;Hong Kong;HK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;04.07.2021 00:00;27.08.2021 00:00;WOHNEN
0040087548;9400;Rorschach;CH;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;03.07.2021 00:00;26.08.2021 00:00;KOCHEN
0040087812;;29-37 Kwai Wing Road, Kwai Chung, N;HK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;03.07.2021 00:00;26.08.2021 00:00;WOHNEN
0040088124;244001;Moradabad;IN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Mumbai;19.07.2021 00:00;03.09.2021 00:00;WOHNEN
0040088124;244001;Moradabad;IN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Mumbai;19.07.2021 00:00;03.09.2021 00:00;WOHNEN
0040088124;244001;Moradabad;IN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Mumbai;19.07.2021 00:00;03.09.2021 00:00;WOHNEN
0040088124;244001;Moradabad;IN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Mumbai;19.07.2021 00:00;03.09.2021 00:00;WOHNEN
0045872140;12120;Pathumthani;TH;M. VERTEILZENTRUM SUHR;5034;SUHR;CH;FOB;Bangkok;14.09.2021 00:00;08.11.2021 00:00;KONSERVEN/ETHNIC
0045872153;12120;Pathumthani;TH;M. VERTEILZENTRUM SUHR;5034;SUHR;CH;FOB;Bangkok;14.09.2021 00:00;08.11.2021 00:00;KONSERVEN/ETHNIC
0045872159;10250;Suan Luang;TH;M. VERTEILZENTRUM SUHR;5034;SUHR;CH;FOB;Bangkok;14.09.2021 00:00;08.11.2021 00:00;KONSERVEN/ETHNIC
0045869278;277500;Tengzhou;CN;M. VERTEILZENTRUM SUHR;5034;SUHR;CH;FOB;Qingdao;05.09.2021 00:00;06.11.2021 00:00;TIERWELT
0045869279;277500;Tengzhou;CN;M. VERTEILZENTRUM SUHR;5034;SUHR;CH;FOB;Qingdao;05.09.2021 00:00;06.11.2021 00:00;TIERWELT
0045865249;999077;Wanchai, Hong Kong;HK;M. VERTEILZENTRUM SUHR;5034;SUHR;CH;FOB;Qingdao;13.06.2021 00:00;07.08.2021 00:00;TIERWELT
0045876632;560102;Bangalore;IN;M. VERTEILZENTRUM SUHR;5034;SUHR;CH;FOB;Ennore;11.09.2021 00:00;01.11.2021 00:00;BEILAGEN/ZUTATEN
0045883084;;Kowloon;HK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Xiamen;13.09.2021 00:00;01.11.2021 00:00;BABY HYGIENE
0045883084;;Kowloon;HK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Xiamen;13.09.2021 00:00;01.11.2021 00:00;BABY HYGIENE
0045883085;;Kowloon;HK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Xiamen;13.09.2021 00:00;01.11.2021 00:00;BABY HYGIENE
0045883085;;Kowloon;HK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Xiamen;13.09.2021 00:00;01.11.2021 00:00;BABY HYGIENE
0045883085;;Kowloon;HK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Xiamen;13.09.2021 00:00;01.11.2021 00:00;BABY HYGIENE
0045889295;;Kowloon;HK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Shanghai;14.09.2021 00:00;01.11.2021 00:00;SELFCARE
0045871756;104;Taipei;TW;M. VERTEILZENTRUM SUHR;5034;SUHR;CH;FOB;Qingdao;10.09.2021 00:00;11.11.2021 00:00;KONSERVEN/ETHNIC
0040096727;641652;Anupparpalayam, Tirupur;IN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Tuticorin;05.01.2023 00:00;27.02.2023 00:00;BABY KINDER BEKLEIDUNG
0015630533;;Kowloon;HK;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Yantian;17.07.2021 00:00;06.09.2021 00:00;WÄSCHE
0015630533;;Kowloon;HK;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Yantian;17.07.2021 00:00;06.09.2021 00:00;WÄSCHE
0015630533;;Kowloon;HK;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Yantian;17.07.2021 00:00;06.09.2021 00:00;WÄSCHE
0015631748;;Kwun Tong, Kowloon;HK;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Yantian;17.07.2021 00:00;06.09.2021 00:00;WÄSCHE
0015631748;;Kwun Tong, Kowloon;HK;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Yantian;17.07.2021 00:00;06.09.2021 00:00;WÄSCHE
0015631751;;Cheung Sha Wan, Kowloon;HK;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Yantian;17.07.2021 00:00;06.09.2021 00:00;WÄSCHE
0015630520;315314;Cixi, Zhejiang;CN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;12.07.2021 00:00;05.09.2021 00:00;MODUL SM/VM
0015630520;315314;Cixi, Zhejiang;CN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;12.07.2021 00:00;05.09.2021 00:00;ELEKTRO-INSTALLATION
0015630520;315314;Cixi, Zhejiang;CN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;12.07.2021 00:00;05.09.2021 00:00;ELEKTRO-INSTALLATION
0015630520;315314;Cixi, Zhejiang;CN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;12.07.2021 00:00;05.09.2021 00:00;ELEKTRO-INSTALLATION
0015630520;315314;Cixi, Zhejiang;CN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;12.07.2021 00:00;05.09.2021 00:00;ELEKTRO-INSTALLATION
0015630520;315314;Cixi, Zhejiang;CN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;12.07.2021 00:00;05.09.2021 00:00;MODUL SM/VM
0015630520;315314;Cixi, Zhejiang;CN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;12.07.2021 00:00;05.09.2021 00:00;ELEKTRO-INSTALLATION
0015630520;315314;Cixi, Zhejiang;CN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;12.07.2021 00:00;05.09.2021 00:00;MODUL SM/VM
0015630520;315314;Cixi, Zhejiang;CN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;12.07.2021 00:00;05.09.2021 00:00;MODUL SM/VM
0015630520;315314;Cixi, Zhejiang;CN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;12.07.2021 00:00;05.09.2021 00:00;ELEKTRO-INSTALLATION
0015630520;315314;Cixi, Zhejiang;CN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;12.07.2021 00:00;05.09.2021 00:00;ELEKTRO-INSTALLATION
0015630520;315314;Cixi, Zhejiang;CN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;12.07.2021 00:00;05.09.2021 00:00;MODUL SM/VM
0015630520;315314;Cixi, Zhejiang;CN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;12.07.2021 00:00;05.09.2021 00:00;MODUL SM/VM
0015630520;315314;Cixi, Zhejiang;CN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;12.07.2021 00:00;05.09.2021 00:00;ELEKTRO-INSTALLATION
0015630520;315314;Cixi, Zhejiang;CN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;12.07.2021 00:00;05.09.2021 00:00;ELEKTRO-INSTALLATION
0015630520;315314;Cixi, Zhejiang;CN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;12.07.2021 00:00;05.09.2021 00:00;ELEKTRO-INSTALLATION
0015630520;315314;Cixi, Zhejiang;CN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;12.07.2021 00:00;05.09.2021 00:00;MODUL SM/VM
0015630520;315314;Cixi, Zhejiang;CN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;12.07.2021 00:00;05.09.2021 00:00;ELEKTRO-INSTALLATION
0015630520;315314;Cixi, Zhejiang;CN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;12.07.2021 00:00;05.09.2021 00:00;ELEKTRO-INSTALLATION
0015630520;315314;Cixi, Zhejiang;CN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;12.07.2021 00:00;05.09.2021 00:00;MODUL SM/VM
0015630520;315314;Cixi, Zhejiang;CN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;12.07.2021 00:00;05.09.2021 00:00;ELEKTRO-INSTALLATION
0015630520;315314;Cixi, Zhejiang;CN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;12.07.2021 00:00;05.09.2021 00:00;ELEKTRO-INSTALLATION
0015630520;315314;Cixi, Zhejiang;CN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;12.07.2021 00:00;05.09.2021 00:00;ELEKTRO-INSTALLATION
0015630520;315314;Cixi, Zhejiang;CN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;12.07.2021 00:00;05.09.2021 00:00;ELEKTRO-INSTALLATION
0015630520;315314;Cixi, Zhejiang;CN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;12.07.2021 00:00;05.09.2021 00:00;ELEKTRO-INSTALLATION
0015630520;315314;Cixi, Zhejiang;CN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;12.07.2021 00:00;05.09.2021 00:00;ELEKTRO-INSTALLATION
0015630520;315314;Cixi, Zhejiang;CN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;12.07.2021 00:00;05.09.2021 00:00;ELEKTRO-INSTALLATION
0015630520;315314;Cixi, Zhejiang;CN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;12.07.2021 00:00;05.09.2021 00:00;ELEKTRO-INSTALLATION
0015630520;315314;Cixi, Zhejiang;CN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;12.07.2021 00:00;05.09.2021 00:00;ELEKTRO-INSTALLATION
0015630520;315314;Cixi, Zhejiang;CN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;12.07.2021 00:00;05.09.2021 00:00;ELEKTRO-INSTALLATION
0015630520;315314;Cixi, Zhejiang;CN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;12.07.2021 00:00;05.09.2021 00:00;MODUL SM/VM
0015630520;315314;Cixi, Zhejiang;CN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;12.07.2021 00:00;05.09.2021 00:00;MODUL SM/VM
0015630520;315314;Cixi, Zhejiang;CN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;12.07.2021 00:00;05.09.2021 00:00;ELEKTRO-INSTALLATION
0015630520;315314;Cixi, Zhejiang;CN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;12.07.2021 00:00;05.09.2021 00:00;ELEKTRO-INSTALLATION
0015630520;315314;Cixi, Zhejiang;CN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;12.07.2021 00:00;05.09.2021 00:00;MODUL SM/VM
0015630520;315314;Cixi, Zhejiang;CN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;12.07.2021 00:00;05.09.2021 00:00;MODUL SM/VM
0015630520;315314;Cixi, Zhejiang;CN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;12.07.2021 00:00;05.09.2021 00:00;ELEKTRO-INSTALLATION
0015630520;315314;Cixi, Zhejiang;CN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;12.07.2021 00:00;05.09.2021 00:00;ELEKTRO-INSTALLATION
0015630520;315314;Cixi, Zhejiang;CN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;12.07.2021 00:00;05.09.2021 00:00;ELEKTRO-INSTALLATION
0015630520;315314;Cixi, Zhejiang;CN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;12.07.2021 00:00;05.09.2021 00:00;ELEKTRO-INSTALLATION
0015630520;315314;Cixi, Zhejiang;CN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;12.07.2021 00:00;05.09.2021 00:00;MODUL SM/VM
0015630520;315314;Cixi, Zhejiang;CN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;12.07.2021 00:00;05.09.2021 00:00;MODUL SM/VM
0015630520;315314;Cixi, Zhejiang;CN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;12.07.2021 00:00;05.09.2021 00:00;ELEKTRO-INSTALLATION
0015630520;315314;Cixi, Zhejiang;CN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;12.07.2021 00:00;05.09.2021 00:00;ELEKTRO-INSTALLATION
0015630520;315314;Cixi, Zhejiang;CN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;12.07.2021 00:00;05.09.2021 00:00;ELEKTRO-INSTALLATION
0015630520;315314;Cixi, Zhejiang;CN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;12.07.2021 00:00;05.09.2021 00:00;ELEKTRO-INSTALLATION
0015630520;315314;Cixi, Zhejiang;CN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;12.07.2021 00:00;05.09.2021 00:00;ELEKTRO-INSTALLATION
0015630520;315314;Cixi, Zhejiang;CN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;12.07.2021 00:00;05.09.2021 00:00;ELEKTRO-INSTALLATION
0015630520;315314;Cixi, Zhejiang;CN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;12.07.2021 00:00;05.09.2021 00:00;MODUL SM/VM
0015630520;315314;Cixi, Zhejiang;CN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;12.07.2021 00:00;05.09.2021 00:00;MODUL SM/VM
0015630520;315314;Cixi, Zhejiang;CN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;12.07.2021 00:00;05.09.2021 00:00;MODUL SM/VM
0015618485;641603;Tirupur, Tamil Nadu;IN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Tuticorin;07.07.2021 00:00;03.09.2021 00:00;WÄSCHE
0015621355;31020;Tezze di Vazzola (TV);IT;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Cochin;09.07.2021 00:00;03.09.2021 00:00;TEPPICHE
0015621355;31020;Tezze di Vazzola (TV);IT;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Cochin;09.07.2021 00:00;03.09.2021 00:00;TEPPICHE
0015643460;;Kowloon, Tsim Sha Tsui;HK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Tianjinxingang;05.07.2021 00:00;07.09.2021 00:00;WOHNDEKORATION
0015643460;;Kowloon, Tsim Sha Tsui;HK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Tianjinxingang;05.07.2021 00:00;07.09.2021 00:00;WOHNDEKORATION
0015643460;;Kowloon, Tsim Sha Tsui;HK;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Tianjinxingang;05.07.2021 00:00;07.09.2021 00:00;WOHNDEKORATION
0015661877;9015;St. Gallen;CH;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Shanghai;12.07.2021 00:00;05.09.2021 00:00;REINIGEN/BÜGELN/NÄHEN
0015731419;31020;Tezze di Vazzola (TV);IT;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Cochin;17.07.2021 00:00;11.09.2021 00:00;TEPPICHE
0015731419;31020;Tezze di Vazzola (TV);IT;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Cochin;17.07.2021 00:00;11.09.2021 00:00;TEPPICHE
0015731419;31020;Tezze di Vazzola (TV);IT;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Cochin;17.07.2021 00:00;11.09.2021 00:00;TEPPICHE
0015731419;31020;Tezze di Vazzola (TV);IT;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Cochin;17.07.2021 00:00;11.09.2021 00:00;TEPPICHE
0015731419;31020;Tezze di Vazzola (TV);IT;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Cochin;17.07.2021 00:00;11.09.2021 00:00;TEPPICHE
0015731419;31020;Tezze di Vazzola (TV);IT;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Cochin;17.07.2021 00:00;11.09.2021 00:00;TEPPICHE
0015731419;31020;Tezze di Vazzola (TV);IT;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Cochin;17.07.2021 00:00;11.09.2021 00:00;TEPPICHE
0015731419;31020;Tezze di Vazzola (TV);IT;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Cochin;17.07.2021 00:00;11.09.2021 00:00;TEPPICHE
0015731419;31020;Tezze di Vazzola (TV);IT;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Cochin;17.07.2021 00:00;11.09.2021 00:00;TEPPICHE
0015731419;31020;Tezze di Vazzola (TV);IT;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Cochin;17.07.2021 00:00;11.09.2021 00:00;TEPPICHE
0015731419;31020;Tezze di Vazzola (TV);IT;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Cochin;17.07.2021 00:00;11.09.2021 00:00;TEPPICHE
0015731419;31020;Tezze di Vazzola (TV);IT;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Cochin;17.07.2021 00:00;11.09.2021 00:00;TEPPICHE
0015731463;310012;Hangzhou, Zhejiang;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;13.07.2021 00:00;06.09.2021 00:00;KINDER BEKLEIDUNG/ACC
0015731463;310012;Hangzhou, Zhejiang;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;13.07.2021 00:00;06.09.2021 00:00;KINDER BEKLEIDUNG/ACC
0015731463;310012;Hangzhou, Zhejiang;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;13.07.2021 00:00;06.09.2021 00:00;KINDER BEKLEIDUNG/ACC
0015731463;310012;Hangzhou, Zhejiang;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;13.07.2021 00:00;06.09.2021 00:00;KINDER BEKLEIDUNG/ACC
0015731463;310012;Hangzhou, Zhejiang;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;13.07.2021 00:00;06.09.2021 00:00;KINDER BEKLEIDUNG/ACC
0015731463;310012;Hangzhou, Zhejiang;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;13.07.2021 00:00;06.09.2021 00:00;KINDER BEKLEIDUNG/ACC
0015731463;310012;Hangzhou, Zhejiang;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;13.07.2021 00:00;06.09.2021 00:00;KINDER BEKLEIDUNG/ACC
0015731463;310012;Hangzhou, Zhejiang;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;13.07.2021 00:00;06.09.2021 00:00;KINDER BEKLEIDUNG/ACC
0015731463;310012;Hangzhou, Zhejiang;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;13.07.2021 00:00;06.09.2021 00:00;KINDER BEKLEIDUNG/ACC
0015630520;315314;Cixi, Zhejiang;CN;MVN NEUENDORF AG NF;4623;NEUENDORF;CH;FOB;Ningbo;12.07.2021 00:00;05.09.2021 00:00;MODUL SM/VM
0015731463;310012;Hangzhou, Zhejiang;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;13.07.2021 00:00;06.09.2021 00:00;KINDER BEKLEIDUNG/ACC
0015731463;310012;Hangzhou, Zhejiang;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;13.07.2021 00:00;06.09.2021 00:00;KINDER BEKLEIDUNG/ACC
0015731463;310012;Hangzhou, Zhejiang;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;13.07.2021 00:00;06.09.2021 00:00;KINDER BEKLEIDUNG/ACC
0015731463;310012;Hangzhou, Zhejiang;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;13.07.2021 00:00;06.09.2021 00:00;KINDER BEKLEIDUNG/ACC
0015731463;310012;Hangzhou, Zhejiang;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;13.07.2021 00:00;06.09.2021 00:00;KINDER BEKLEIDUNG/ACC
0015731463;310012;Hangzhou, Zhejiang;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;13.07.2021 00:00;06.09.2021 00:00;KINDER BEKLEIDUNG/ACC
